Ticker
RELIANCE
HDFCBANK
TCS
ICICIBANK
HINDUNILVR
ITC
INFY
SBIN
BHARTIARTL
HDFC
BAJFINANCE
LICI
KOTAKBANK
LT
ASIANPAINT
HCLTECH
AXISBANK
MARUTI
ADANIENT
TITAN
SUNPHARMA
BAJAJFINSV
DMART
ULTRACEMCO
TATAMOTORS
WIPRO
NESTLEIND
ONGC
JSWSTEEL
M&M
NTPC
POWERGRID
ADANIGREEN
ADANIPORTS
LTIM
TATASTEEL
COALINDIA
IOC
HDFCLIFE
BAJAJ-AUTO
PIDILITIND
HINDZINC
SBILIFE
HAL
SIEMENS
DLF
BRITANNIA
GRASIM
TECHM
INDUSINDBK
GODREJCP
VBL
VEDL
INDIGO
BANKBARODA
DABUR
DIVISLAB
HINDALCO
CHOLAFIN
ADANIPOWER
BEL
EICHERMOT
ABB
DRREDDY
ADANITRANS
BPCL
CIPLA
SHREECEM
AMBUJACEM
BAJAJHLDNG
HAVELLS
SBICARD
ICICIPRULI
TATACONSUM
MANKIND
MCDOWELL-N
APOLLOHOSP
GAIL
ATGL
MARICO
TATAPOWER
ICICIGI
PNB
ZOMATO
POLYCAB
SHRIRAMFIN
LODHA
BERGEPAINT
MOTHERSON
TORNTPHARM
SRF
JINDALSTEL
TVSMOTOR
CGPOWER
TIINDIA
ZYDUSLIFE
HEROMOTOCO
IDBI
UNIONBANK
CANBK
TRENT
NAUKRI
PFC
MAXHEALTH
INDHOTEL
BOSCHLTD
PIIND
IDFCFIRSTB
PAYTM
ASHOKLEY
HDFCAMC
CUMMINSIND
AWL
YESBANK
MUTHOOTFIN
ASTRAL
AUBANK
PGHH
IOB
COLPAL
IRCTC
ABBOTINDIA
SCHAEFFLER
ABCAPITAL
PATANJALI
UPL
JSWENERGY
NHPC
BALKRISIND
AUROPHARMA
IRFC
INDUSTOWER
TATAELXSI
TATACOMM
GODREJPROP
SUPREMEIND
ALKEM
MPHASIS
MRF
HINDPETRO
LTTS
LUPIN
RECLTD
NYKAA
CONCOR
INDIANB
PAGEIND
UBL
BHARATFORG
APLAPOLLO
LINDEINDIA
M&MFIN
OBEROIRLTY
IDEA
HONAUT
MAZDOCK
STARHEALTH
SAIL
PERSISTENT
DALBHARAT
BANDHANBNK
UCOBANK
BANKINDIA
IGL
SOLARINDS
GICRE
POLICYBZR
PETRONET
SONACOMS
OFSS
ACC
AIAENG
BHEL
UNOMINDA
NMDC
GUJGASLTD
L&TFH
BIOCON
3MINDIA
FACT
SYNGENE
MANYAVAR
ESCORTS
JUBLFOOD
JSL
FLUOROCHEM
DELHIVERY
METROBRAND
TORNTPOWER
THERMAX
PHOENIXLTD
EMBASSY
SUNDARMFIN
COROMANDEL
POONAWALLA
CRISIL
RVNL
FEDERALBNK
COFORGE
OIL
MFSL
KPITTECH
CENTRALBK
DEEPAKNTR
GMRINFRA
APOLLOTYRE
KANSAINER
SKFINDIA
SUNDRMFAST
MSUMI
FORTIS
VOLTAS
TATACHEM
DIXON
JKCEMENT
TIMKEN
GRINDWELL
SUZLON
DEVYANI
ENDURANCE
PEL
HATSUN
GLAXO
ZFCVINDIA
KEI
MAHABANK
RELAXO
PSB
KAJARIACER
CARBORUNIV
KPRMILL
NAVINFLUOR
PRESTIGE
BATAINDIA
IIFL
BDL
EXIDEIND
GLENMARK
LICHSGFIN
ZEEL
NH
RAMCOCEM
SUNTV
BAYERCROP
ATUL
SUMICHEM
CREDITACC
ISEC
GLAND
ABFRL
IPCALAB
SJVN
NIACL
NAM-INDIA
JBCHEPHARM
INDIAMART
LALPATHLAB
MEDANTA
FIVESTAR
LAURUSLABS
RADICO
VINATIORGA
CIEINDIA
CROMPTON
EMAMILTD
360ONE
WHIRLPOOL
RATNAMANI
GILLETTE
IDFC
MINDSPACE
AJANTPHARM
KALYANKJIL
TATAMTRDVR
POWERINDIA
ELGIEQUIP
PFIZER
NXST
CHOLAHLDNG
BLUEDART
AARTIIND
TANLA
TRIDENT
NATIONALUM
PNBHOUSING
JBMA
CGCL
NLCINDIA
CYIENT
TTML
GODREJIND
GSPL
KEC
SANOFI
IRB
FINCABLES
BLUESTARCO
ASTERDM
RAJESHEXPO
MRPL
KIMS
CENTURYPLY
LAXMIMACH
PVRINOX
SONATSOFTW
BAJAJELEC
FINEORG
TEJASNET
HAPPSTMNDS
APARINDS
REDINGTON
DCMSHRIRAM
NATCOPHARM
CLEAN
AFFLE
WESTLIFE
EIHOTEL
ANGELONE
ASAHIINDIA
APLLTD
APTUS
CASTROLIND
RBLBANK
AETHER
BRIGADE
NSLNISP
TRITURBINE
NUVOCO
AEGISCHEM
GRINFRA
PPLPHARMA
AAVAS
RHIM
ALKYLAMINE
CDSL
SUVENPHAR
VGUARD
AKZOINDIA
JINDALSAW
HUDCO
RAYMOND
TATAINVEST
SFL
FINPIPE
KIOCL
HINDCOPPER
BIKAJI
DATAPATTNS
BASF
CAMS
MEDPLUS
RAINBOW
ABSLAMC
CHAMBLFERT
CANFINHOME
IEX
MOTILALOFS
ZENSARTECH
RITES
MANAPPURAM
GESHIP
TTKPRESTIG
POLYMED
EQUITASBNK
CENTURYTEX
AMARAJABAT
BSOFT
VTL
ANURAS
MGL
OLECTRA
KAYNES
ITI
KARURVYSYA
UTIAMC
ERIS
WELSPUNIND
BSE
SUNCLAYLTD
USHAMART
RENUKA
CESC
CERA
SHYAMMETL
CEATLTD
FSL
CUB
CRAFTSMAN
GALAXYSURF
ASTRAZEN
CAMPUS
CHALET
ZYDUSWELL
GODREJAGRO
ROUTE
BIRLACORPN
GNFC
KPIL
SAPPHIRE
PNCINFRA
HFCL
JYOTHYLAB
BLS
BIRET
NCC
COCHINSHIP
IRCON
INGERRAND
KRBL
ECLERX
INTELLECT
SHOPERSTOP
PGHL
SAREGAMA
GODFRYPHLP
VIPIND
SPLPETRO
WELCORP
UJJIVANSFB
CCL
EIDPARRY
SYRMA
ELECON
MCX
RKFORGE
GRAPHITE
BALRAMCHIN
IONEXCHANG
LATENTVIEW
MAPMYINDIA
GLS
JKLAKSHMI
GPIL
GRANULES
BBTC
PRAJIND
KSB
ENGINERSIN
JWL
ALOKINDS
AMBER
DEEPAKFERT
MAHLIFE
SPARC
NBCC
ALLCARGO
TITAGARH
EASEMYTRIP
ACE
MHRIL
LEMONTREE
SAFARI
MINDACORP
J&KBANK
HOMEFIRST
INDIGOPNTS
EPL
METROPOLIS
BALAMINES
ESABINDIA
JMFINANCIL
TEGA
BEML
PRINCEPIPE
TV18BRDCST
SWSOLAR
GRSE
CHEMPLASTS
KNRCON
KIRLFER
TMB
SCHNEIDER
JUSTDIAL
RUSTOMJEE
LXCHEM
GSFC
TRIVENI
CHENNPETRO
MASTEK
GMMPFAUDLR
MAHSCOOTER
BORORENEW
ACI
GET&D
KTKBANK
HNDFDS
MTARTECH
VRLLOG
JUBLINGREA
CAPLIPOINT
KFINTECH
INDIACEM
JINDWORLD
QUESS
MAHSEAMLES
ANANTRAJ
GARFIBRES
RCF
HEG
SARDAEN
FUSION
GOCOLORS
HSCL
SIS
NETWORK18
PRSMJOHNSN
SYMPHONY
HGINFRA
ROLEXRINGS
STLTECH
JKTYRE
GREENLAM
SWANENERGY
KIRLOSENG
JUBLPHARMA
PCBL
SUPRAJIT
GAEL
GPPL
RPOWER
CMSINFO
TCI
GMDCLTD
NEWGEN
STARCEMENT
POWERMECH
TCIEXP
MIDHANI
RELINFRA
IBULHSGFIN
DAAWAT
KENNAMET
VSTIND
VAIBHAVGBL
HGS
VESUVIUS
FDC
RBA
RAIN
SUNTECK
RTNINDIA
KIRLOSBROS
AVANTIFEED
JKPAPER
INOXWIND
RELIGARE
BCG
RSYSTEMS
SOBHA
ICRA
UJJIVAN
ISGEC
PTCIL
ZENTEC
SPANDANA
PARADEEP
LAOPALA
VARROC
RESPONIND
MMTC
CSBBANK
DELTACORP
TECHNOE
ORIENTELEC
JSWHL
GHCL
RAILTEL
MARKSANS
BECTORFOOD
BOROLTD
GUJALKALI
SHRIPISTON
SANSERA
IDEAFORGE
GENUSPOWER
NAVA
ROSSARI
RATEGAIN
AARTIDRUGS
VOLTAMP
PRUDENT
HBLPOWER
SHARDACROP
TATACOFFEE
VIJAYA
SCI
AHLUCONT
DODLA
EDELWEISS
PDSL
GRAVITA
NESCO
HCG
HLEGLAS
LUXIND
VMART
ARVINDFASN
ANANDRATHI
JAMNAAUTO
NAZARA
SURYAROSNI
SOUTHBANK
PRIVISCL
GREENPANEL
MANINFRA
AMIORG
AGI
RALLIS
NEULANDLAB
KKCL
TEAMLEASE
MASFIN
AVALON
HINDWAREAP
EMIL
KIRLPNU
ICIL
IRBINVIT
DBCORP
DREAMFOLKS
JPPOWER
SULA
SBCL
POLYPLEX
SHAREINDIA
HARSHA
MFL
INFIBEAM
TIIL
STAR
THOMASCOOK
TDPOWERSYS
CYIENTDLM
HEIDELBERG
NEOGEN
RAJRATAN
BHARATRAS
DCBBANK
EMUDHRA
MOIL
SUNFLAG
TIPSINDLTD
JTEKTINDIA
HIKAL
GANESHHOUC
GATEWAY
LGBBROSLTD
TINPLATE
NILKAMAL
TATVA
IBREALEST
SSWL
PATELENG
DISHTV
ARVIND
SHANTIGEAR
DBL
NOCIL
DHANUKA
ASTRAMICRO
WOCKPHARMA
CHOICEIN
PFOCUS
NFL
ETHOSLTD
WELENT
MOLDTKPAC
TASTYBITE
GLOBUSSPR
BANARISUG
FORCEMOT
IFBIND
ADVENZYMES
PGEL
ELECTCAST
SAKSOFT
PRICOLLTD
SUDARSCHEM
AUTOAXLES
DATAMATICS
PTC
TI
NAVNETEDUL
JAICORPLTD
GOKEX
MAITHANALL
TATASTLLP
BBOX
WABAG
KSCL
KIRLOSIND
GOODYEAR
WSTCSTPAPR
IKIO
GREAVESCOT
WONDERLA
TARSONS
UFLEX
BSHSL
FCL
JTLIND
DALMIASUG
SOMANYCERA
TIMETECHNO
THYROCARE
GABRIEL
BAJAJCON
INDOCO
AARTIPHARM
ITDCEM
APOLLOPIPE
HEMIPROP
KPIGREEN
KOVAI
LANDMARK
MAHLOG
HCC
NUCLEUS
RAMKY
ORIENTCEM
JAYNECOIND
UNIPARTS
RAJRILTD
MAXVIL
MSTCLTD
HINDOILEXP
APCOTEXIND
ITDC
SUBROS
ORCHPHARMA
KOLTEPATIL
JCHAC
STYLAMIND
IFCI
JINDALPOLY
TEXRAIL
SHILPAMED
DIVGIITTS
MBAPL
HATHWAY
SAGCEM
IWEL
VENKEYS
DYNAMATECH
UNICHEMLAB
TATAMETALI
DBREALTY
RTNPOWER
PARAS
PSPPROJECT
TCNSBRANDS
BARBEQUE
BESTAGRO
SIYSIL
ASHOKA
VSTTILLERS
DCXINDIA
JISLJALEQS
SDBL
IPL
JKIL
ASTEC
FIEMIND
VINDHYATEL
ISMTLTD
HERITGFOOD
LUMAXTECH
SANGHVIMOV
GRAUWEIL
SHARDAMOTR
EXPLEOSOL
EVEREADY
CAMLINFINE
DCAL
SWARAJENG
VENUSPIPES
GULFOILLUB
BAJAJHIND
FINOPB
UGROCAP
CARTRADE
TVSSRICHAK
BOMDYEING
ADFFOODS
THANGAMAYL
JAGRAN
BANCOINDIA
PRECAM
GUFICBIO
PURVA
ORISSAMINE
KINGFA
SANGHIIND
IMAGICAA
BALMLAWRIE
GANECOS
PAISALO
INDOSTAR
CIGNITITEC
AURIONPRO
KESORAMIND
NRBBEARING
PILANIINVS
BEPL
MAYURUNIQ
MMFL
CARERATING
HIL
SUNDARMHLD
HONDAPOWER
IOLCP
SEQUENT
CONFIPET
TARC
GREENPLY
ASHIANA
ACCELYA
RUPA
BBL
DHANI
BUTTERFLY
VADILALIND
MOL
VISHNU
SANDHAR
SOTL
FMGOETZE
STYRENIX
GRWRHITECH
DOLLAR
SHALBY
ATFL
WENDT
MANORAMA
GNA
HUHTAMAKI
MPSLTD
ALEMBICLTD
IIFLSEC
AMRUTANJAN
LUMAXIND
JPASSOCIAT
VIDHIING
APTECHT
SIRCA
TIRUMALCHM
DIAMONDYD
NOVARTIND
ANUP
SUPRIYA
REPCOHOME
DHAMPURSUG
SURYODAY
GATI
INDIAGLYCO
CARYSIL
SESHAPAPER
TIDEWATER
NELCO
GOCLCORP
IMFA	
SEAMECLTD
OPTIEMUS
WHEELS
KDDL
MUKANDLTD
SUBEXLTD
CENTUM
TTKHLTCARE
AXISCADES
JAIBALAJI
RAMASTEEL
ARMANFIN
SPICEJET
SJS
PARAGMILK
PANAMAPET
DWARKESH
COSMOFIRST
INOXGREEN
GALLANTT
ARTEMISMED
NACLIND
SKIPPER
